transaction_id,recovered,transaction_amount,recovery_probability,priority_score,priority
txn_002311,0,16047.39,0.6342,0.5889,MEDIUM
txn_002055,1,34442.52,0.6333,0.6644,MEDIUM
txn_000871,0,3866.19,0.6332,0.5506,MEDIUM
txn_000037,1,29066.57,0.6329,0.588,MEDIUM
txn_001340,1,4957.87,0.6324,0.5537,MEDIUM
txn_001330,0,18205.29,0.6319,0.5057,LOW
txn_001488,1,36079.32,0.6313,0.6044,MEDIUM
txn_002370,0,9094.5,0.6311,0.5241,LOW
txn_002223,1,47089.26,0.631,0.6165,MEDIUM
txn_001682,0,19906.5,0.6309,0.5844,MEDIUM
txn_001729,1,39724.39,0.6308,0.6422,MEDIUM
txn_002807,1,45092.79,0.6307,0.6184,MEDIUM
txn_002438,1,14652.05,0.6298,0.536,LOW
txn_000557,1,33143.91,0.6296,0.6339,MEDIUM
txn_001988,0,46591.26,0.6295,0.558,MEDIUM
txn_002743,0,3198.18,0.6292,0.5672,MEDIUM
txn_002739,1,42830.12,0.6291,0.6165,MEDIUM
txn_000655,1,2519.68,0.6283,0.5077,LOW
txn_000421,0,7086.5,0.6283,0.5496,LOW
txn_001698,1,16184.88,0.6278,0.5778,MEDIUM
txn_001305,1,25512.66,0.6277,0.6239,MEDIUM
txn_000899,1,37478.24,0.6276,0.6461,MEDIUM
txn_000354,0,17856.5,0.6274,0.5961,MEDIUM
txn_001548,1,4484.1,0.6263,0.5636,MEDIUM
txn_002758,1,14763.17,0.626,0.5716,MEDIUM
txn_001229,0,25644.34,0.6254,0.5915,MEDIUM
txn_000802,1,45092.94,0.6252,0.6193,MEDIUM
txn_002529,1,9190.69,0.6244,0.5001,LOW
txn_001775,1,47835.03,0.6244,0.6192,MEDIUM
txn_000902,0,30062.08,0.6242,0.6469,MEDIUM
txn_000723,1,34850.96,0.6237,0.5416,LOW
txn_000330,0,49939.89,0.6234,0.6669,MEDIUM
txn_000578,0,17164.62,0.6229,0.5399,LOW
txn_002096,0,45440.53,0.6225,0.6504,MEDIUM
txn_000984,1,1823.57,0.622,0.5045,LOW
txn_002944,1,36769.93,0.6218,0.6503,MEDIUM
txn_001608,1,33583.56,0.621,0.6277,MEDIUM
txn_001387,1,18327.75,0.6208,0.5444,LOW
txn_002072,1,25985.13,0.6203,0.6365,MEDIUM
txn_000691,0,21790.55,0.6202,0.5939,MEDIUM
txn_000988,1,29307.68,0.6199,0.5543,MEDIUM
txn_000328,0,36078.75,0.6197,0.5071,LOW
txn_001198,0,14184.54,0.6194,0.5972,MEDIUM
txn_000890,1,40089.1,0.6187,0.5961,MEDIUM
txn_002302,1,2514.02,0.6175,0.5203,LOW
txn_001808,1,23853.36,0.6168,0.5541,MEDIUM
txn_002011,1,37254.05,0.6167,0.6099,MEDIUM
txn_002945,1,29475.17,0.6166,0.5509,MEDIUM
txn_002940,0,36354.27,0.6156,0.6479,MEDIUM
txn_001539,1,12338.09,0.6156,0.5392,LOW
txn_000362,1,15133.74,0.6152,0.599,MEDIUM
txn_000019,0,26946.7,0.6147,0.5901,MEDIUM
txn_000264,1,48472.23,0.6141,0.6451,MEDIUM
txn_001312,1,28213.64,0.613,0.5013,LOW
txn_001883,1,18436.1,0.6128,0.5321,LOW
txn_000322,0,40690.53,0.6125,0.6202,MEDIUM
txn_001870,1,26589.64,0.6117,0.4894,LOW
txn_000290,1,3731.61,0.6115,0.5554,MEDIUM
txn_001509,0,29566.3,0.6111,0.6099,MEDIUM
txn_002575,0,13032.32,0.611,0.5528,MEDIUM
txn_000430,1,19259.91,0.611,0.5788,MEDIUM
txn_000704,0,46867.0,0.6106,0.7002,MEDIUM
txn_000295,1,23144.53,0.6101,0.6011,MEDIUM
txn_001456,1,45036.93,0.6096,0.6477,MEDIUM
txn_001213,0,21474.34,0.6094,0.5398,LOW
txn_001881,0,40261.18,0.609,0.6674,MEDIUM
txn_000121,0,16240.98,0.6086,0.5752,MEDIUM
txn_000750,0,5820.9,0.607,0.4973,LOW
txn_000269,1,9626.33,0.6068,0.4986,LOW
txn_000968,1,19142.87,0.6067,0.5873,MEDIUM
txn_001497,0,4524.45,0.6063,0.4909,LOW
txn_002196,0,20719.28,0.6061,0.6346,MEDIUM
txn_002619,0,12783.11,0.6059,0.4808,LOW
txn_001637,1,21411.1,0.6054,0.5519,MEDIUM
txn_000888,0,34580.8,0.6051,0.6405,MEDIUM
txn_002626,1,9215.03,0.6049,0.5157,LOW
txn_002911,1,17409.13,0.6034,0.5489,LOW
txn_002446,0,3175.6,0.6021,0.5106,LOW
txn_001865,1,33725.53,0.6018,0.6234,MEDIUM
txn_002584,0,21725.95,0.6011,0.6355,MEDIUM
txn_000736,0,7897.29,0.6005,0.4802,LOW
txn_002957,1,21356.04,0.6004,0.5704,MEDIUM
txn_001767,1,25241.6,0.5998,0.5142,LOW
txn_000700,0,15577.84,0.5981,0.5804,MEDIUM
txn_002426,1,22418.59,0.5973,0.5425,LOW
txn_001098,1,20983.61,0.5971,0.5697,MEDIUM
txn_002946,1,31763.0,0.5962,0.6294,MEDIUM
txn_001277,0,28165.14,0.5961,0.5772,MEDIUM
txn_001951,1,23153.13,0.5959,0.5452,LOW
txn_001737,1,37637.88,0.5958,0.6405,MEDIUM
txn_002513,1,41756.45,0.5956,0.5496,LOW
txn_000089,1,36698.37,0.5953,0.6138,MEDIUM
txn_001575,0,8477.53,0.5946,0.4529,LOW
txn_001154,1,32206.18,0.5942,0.5769,MEDIUM
txn_002051,1,18414.31,0.594,0.5604,MEDIUM
txn_000878,1,41657.98,0.5935,0.6556,MEDIUM
txn_002779,0,41798.57,0.5922,0.6334,MEDIUM
txn_001112,1,19896.74,0.5919,0.5189,LOW
txn_000913,1,12705.39,0.5912,0.5465,LOW
txn_001195,0,20273.16,0.5912,0.4909,LOW
txn_000518,0,48410.01,0.5907,0.602,MEDIUM
txn_002800,0,42553.28,0.5899,0.6506,MEDIUM
txn_001251,0,13142.01,0.5895,0.59,MEDIUM
txn_002292,0,46192.73,0.5894,0.6573,MEDIUM
txn_002707,1,5695.0,0.5889,0.5307,LOW
txn_001165,0,1636.65,0.5886,0.4731,LOW
txn_000112,1,4422.64,0.5884,0.462,LOW
txn_002195,0,17304.33,0.588,0.5589,MEDIUM
txn_000177,0,49623.63,0.5874,0.6565,MEDIUM
txn_000660,1,36585.72,0.5864,0.5976,MEDIUM
txn_001407,0,11205.94,0.586,0.5113,LOW
txn_000163,0,15950.25,0.5859,0.5525,MEDIUM
txn_000544,1,37032.48,0.5855,0.6152,MEDIUM
txn_001412,1,32742.22,0.5846,0.6069,MEDIUM
txn_002181,1,49463.42,0.5843,0.695,MEDIUM
txn_002518,1,46422.23,0.5842,0.6699,MEDIUM
txn_002701,0,14380.08,0.584,0.5263,LOW
txn_000099,1,29003.67,0.5832,0.5975,MEDIUM
txn_002455,0,48347.46,0.5828,0.6184,MEDIUM
txn_000193,1,4812.75,0.5827,0.4801,LOW
txn_000964,0,39544.75,0.5816,0.6067,MEDIUM
txn_001908,0,17865.11,0.5791,0.4976,LOW
txn_002838,1,1506.98,0.5786,0.4824,LOW
txn_001789,1,42449.18,0.5782,0.6465,MEDIUM
txn_002258,1,48911.73,0.5766,0.5871,MEDIUM
txn_002969,1,9152.01,0.5738,0.5289,LOW
txn_000211,0,43983.45,0.5721,0.5749,MEDIUM
txn_000151,0,8169.24,0.5715,0.5105,LOW
txn_001769,0,10766.96,0.5704,0.5295,LOW
txn_001066,1,17753.74,0.5695,0.5223,LOW
txn_001704,1,13377.05,0.5661,0.4788,LOW
txn_002541,0,16122.61,0.5661,0.5289,LOW
txn_000749,0,22137.98,0.565,0.5285,LOW
txn_001793,1,43393.2,0.5647,0.6151,MEDIUM
txn_001685,0,30710.26,0.5641,0.5371,LOW
txn_001681,1,17388.17,0.5637,0.5133,LOW
txn_001194,1,31535.1,0.5632,0.5869,MEDIUM
txn_000432,1,32202.87,0.5629,0.5839,MEDIUM
txn_000614,0,27714.67,0.5614,0.5419,LOW
txn_000356,0,5317.86,0.5608,0.4667,LOW
txn_001308,0,6002.9,0.5606,0.5014,LOW
txn_002958,1,5869.75,0.5564,0.4853,LOW
txn_000373,0,12809.31,0.5543,0.5644,MEDIUM
txn_002274,1,27644.81,0.553,0.5489,LOW
txn_000080,1,6809.24,0.552,0.5278,LOW
txn_001027,0,47350.13,0.5517,0.6807,MEDIUM
txn_001801,0,42005.97,0.5483,0.6022,MEDIUM
txn_001013,0,35400.85,0.5481,0.6126,MEDIUM
txn_001656,1,32983.38,0.5462,0.6003,MEDIUM
txn_001120,0,27952.42,0.5452,0.4603,LOW
txn_000164,0,46522.51,0.5433,0.6148,MEDIUM
txn_002416,0,46232.4,0.5424,0.6207,MEDIUM
txn_000893,0,30710.89,0.5402,0.4932,LOW
txn_002589,0,15625.06,0.5396,0.485,LOW
txn_002769,1,30980.02,0.5371,0.5288,LOW
txn_000416,1,11514.94,0.5365,0.4471,LOW
txn_002851,1,42350.92,0.536,0.5942,MEDIUM
txn_002793,1,39334.44,0.5356,0.5539,MEDIUM
txn_002628,1,11959.68,0.5332,0.5314,LOW
txn_000247,1,16014.22,0.5323,0.4297,LOW
txn_002171,1,547.62,0.5315,0.4368,LOW
txn_001591,1,48892.59,0.5277,0.6413,MEDIUM
txn_002904,1,18139.26,0.5274,0.503,LOW
txn_001661,1,48766.77,0.5272,0.5852,MEDIUM
txn_002375,1,9781.13,0.5255,0.4781,LOW
txn_002694,0,48894.99,0.5246,0.5948,MEDIUM
txn_001679,1,11585.33,0.5242,0.4978,LOW
txn_001952,0,26286.94,0.5236,0.5398,LOW
txn_002457,1,2931.38,0.5232,0.4888,LOW
txn_000764,0,4752.44,0.521,0.4543,LOW
txn_000308,0,37480.71,0.5197,0.5649,MEDIUM
txn_002007,0,26826.8,0.5195,0.4371,LOW
txn_002428,0,7670.51,0.5181,0.5088,LOW
txn_001313,1,49455.88,0.5159,0.5963,MEDIUM
txn_002243,1,32547.65,0.5137,0.5797,MEDIUM
txn_002857,1,16871.9,0.5136,0.5506,MEDIUM
txn_001712,1,21853.65,0.5081,0.5046,LOW
txn_000730,0,49342.47,0.5046,0.5519,MEDIUM
txn_002554,1,6694.46,0.5015,0.4313,LOW
txn_002536,1,10848.45,0.5,0.5157,LOW
txn_001558,0,26522.21,0.498,0.5535,MEDIUM
txn_001907,1,36284.98,0.4962,0.5297,LOW
txn_000181,0,21986.6,0.4944,0.5017,LOW
txn_001768,0,36135.44,0.4915,0.5347,LOW
txn_000309,0,2155.4,0.4902,0.4223,LOW
txn_001126,1,46316.93,0.4898,0.5809,MEDIUM
txn_000190,1,25936.14,0.4863,0.5455,LOW
txn_001017,1,15604.47,0.4836,0.4754,LOW
txn_000273,0,26024.37,0.4828,0.4705,LOW
txn_000059,1,13331.45,0.4717,0.4708,LOW
txn_001499,0,47646.78,0.4614,0.5403,LOW
txn_002468,1,46640.19,0.4541,0.5591,MEDIUM
txn_001697,1,12352.91,0.4539,0.4168,LOW
txn_001995,1,35800.45,0.4526,0.5312,LOW
txn_000423,0,40415.31,0.4455,0.5428,LOW
txn_001689,1,34183.41,0.4404,0.4748,LOW
txn_002264,0,3259.69,0.4388,0.4168,LOW
txn_001709,0,47940.19,0.4362,0.5494,LOW
txn_002192,1,40616.19,0.4319,0.5288,LOW
txn_000560,0,2803.36,0.4149,0.3841,LOW
txn_000780,0,27173.75,0.4086,0.4061,LOW
txn_000789,1,25466.8,0.401,0.413,LOW
txn_002818,0,37296.05,0.4008,0.4461,LOW
txn_001638,0,43872.32,0.3879,0.5376,LOW
txn_000150,0,39627.67,0.3751,0.4678,LOW
txn_001447,1,30676.65,0.3109,0.4094,LOW
